Offer,global,sweden-central,europe-west,europe-north,germany-west-central
windows-ri-72-core,europe-west,
windows-ri-72-core,europe-north,
windows-ri-72-core,germany-west-central,
sql-server-enterprise-96-core,global,AAA-54520
sql-server-enterprise-96-core,sweden-central,
sql-server-enterprise-96-core,europe-west,
sql-server-enterprise-96-core,europe-north,
sql-server-enterprise-96-core,germany-west-central,
linux-d64pdsv5-standard,global,
linux-d64pdsv5-standard,sweden-central,AAN-75736
linux-d64pdsv5-standard,europe-west,AAM-73450
linux-d64pdsv5-standard,europe-north,AAM-59483
linux-d64pdsv5-standard,germany-west-central,AAM-74462
linux-d32av4-standard,global,
linux-d32av4-standard,sweden-central,AAM-88363
linux-d32av4-standard,europe-west,AAD-97736
linux-d32av4-standard,europe-north,AAD-97784
linux-d32av4-standard,germany-west-central,
linux-sap896ooo-standard,global,
linux-sap896ooo-standard,sweden-central,
linux-sap896ooo-standard,europe-west,
linux-sap896ooo-standard,europe-north,
linux-sap896ooo-standard,germany-west-central,
sql-server-sles-enterprise-48-core,global,AAD-46468
sql-server-sles-enterprise-48-core,sweden-central,
sql-server-sles-enterprise-48-core,europe-west,
sql-server-sles-enterprise-48-core,europe-north,
sql-server-sles-enterprise-48-core,germany-west-central,
linux-a2-basic,global,
linux-a2-basic,sweden-central,
linux-a2-basic,europe-west,N7H-02307
linux-a2-basic,europe-north,N7H-02305
linux-a2-basic,germany-west-central,
windows-ri-16-core,global,AAA-70518
windows-ri-16-core,sweden-central,
windows-ri-16-core,europe-west,
windows-ri-16-core,europe-north,
windows-ri-16-core,germany-west-central,
sql-server-ubuntu-pro-standard-2-core,global,AAJ-66661
sql-server-ubuntu-pro-standard-2-core,sweden-central,
sql-server-ubuntu-pro-standard-2-core,europe-west,
sql-server-ubuntu-pro-standard-2-core,europe-north,
sql-server-ubuntu-pro-standard-2-core,germany-west-central,
linux-a3-basic,global,
linux-a3-basic,sweden-central,
linux-a3-basic,europe-west,N7H-02277
linux-a3-basic,europe-north,N7H-02275
linux-a3-basic,germany-west-central,
sql-server-ubuntu-pro-enterprise-44-core,global,AAJ-66736
sql-server-ubuntu-pro-enterprise-44-core,sweden-central,
sql-server-ubuntu-pro-enterprise-44-core,europe-west,
sql-server-ubuntu-pro-enterprise-44-core,europe-north,
sql-server-ubuntu-pro-enterprise-44-core,germany-west-central,
sql-server-sles-standard-104-core,global,AAJ-74243
sql-server-sles-standard-104-core,sweden-central,
sql-server-sles-standard-104-core,europe-west,
sql-server-sles-standard-104-core,europe-north,
sql-server-sles-standard-104-core,germany-west-central,
sql-server-sles-standard-6-core,global,AAA-68455
sql-server-sles-standard-6-core,sweden-central,
sql-server-sles-standard-6-core,europe-west,
sql-server-sles-standard-6-core,europe-north,
sql-server-sles-standard-6-core,germany-west-central,
linux-d48dsv5-standard,global,
linux-d48dsv5-standard,sweden-central,AAM-34522
linux-d48dsv5-standard,europe-west,AAM-33458
linux-d48dsv5-standard,europe-north,AAM-34698
linux-d48dsv5-standard,germany-west-central,AAM-32684
windows-e32-16asv5-standard,global,
windows-e32-16asv5-standard,sweden-central,AAM-76761
windows-e32-16asv5-standard,europe-west,AAL-51390
windows-e32-16asv5-standard,europe-north,AAL-80961
windows-e32-16asv5-standard,germany-west-central,AAM-28198
windows-subscription-22-pack,global,
windows-subscription-22-pack,sweden-central,
windows-subscription-22-pack,europe-west,
windows-subscription-22-pack,europe-north,
windows-subscription-22-pack,germany-west-central,
biztalk-server-enterprise-1-core,global,N7H-06275
biztalk-server-enterprise-1-core,sweden-central,
biztalk-server-enterprise-1-core,europe-west,
biztalk-server-enterprise-1-core,europe-north,
biztalk-server-enterprise-1-core,germany-west-central,
linux-e32v3-standard,global,
linux-e32v3-standard,sweden-central,AAJ-66883
linux-e32v3-standard,europe-west,AAA-53909
linux-e32v3-standard,europe-north,AAA-53898
linux-e32v3-standard,germany-west-central,AAD-83192
linux-m64bsv3-standard,global,
linux-m64bsv3-standard,sweden-central,
linux-m64bsv3-standard,europe-west,
linux-m64bsv3-standard,europe-north,
linux-m64bsv3-standard,germany-west-central,
linux-e16bdsv5-standard,global,
linux-e16bdsv5-standard,sweden-central,AAL-27232
linux-e16bdsv5-standard,europe-west,AAL-26720
linux-e16bdsv5-standard,europe-north,AAL-26640
linux-e16bdsv5-standard,germany-west-central,AAL-40145
windows-e8-4dsv5-standard,global,
windows-e8-4dsv5-standard,sweden-central,AAN-05216
windows-e8-4dsv5-standard,europe-west,AAL-05095
windows-e8-4dsv5-standard,europe-north,AAL-01055
windows-e8-4dsv5-standard,germany-west-central,AAJ-90557
sles-basic-72-core,global,AAA-16305
sles-basic-72-core,sweden-central,
sles-basic-72-core,europe-west,
sles-basic-72-core,europe-north,
sles-basic-72-core,germany-west-central,
windows-dc1sv3-standard,global,
windows-dc1sv3-standard,sweden-central,
windows-dc1sv3-standard,europe-west,AAL-24416
windows-dc1sv3-standard,europe-north,AAL-24308
windows-dc1sv3-standard,germany-west-central,
linux-e4-2as-v4-standard,global,
linux-e4-2as-v4-standard,sweden-central,AAN-09255
linux-e4-2as-v4-standard,europe-west,AAH-55901
linux-e4-2as-v4-standard,europe-north,AAH-54671
linux-e4-2as-v4-standard,germany-west-central,
windows-e32-16dsv5-standard,global,
windows-e32-16dsv5-standard,sweden-central,AAN-05070
windows-e32-16dsv5-standard,europe-west,AAJ-92876
windows-e32-16dsv5-standard,europe-north,AAJ-93607
windows-e32-16dsv5-standard,germany-west-central,AAL-04022
linux-d16v3-standard,global,
linux-d16v3-standard,sweden-central,AAJ-66922
linux-d16v3-standard,europe-west,AAA-45085
linux-d16v3-standard,europe-north,AAA-45091
linux-d16v3-standard,germany-west-central,AAD-83015
sql-server-web-40-core,global,AAA-54524
sql-server-web-40-core,sweden-central,
sql-server-web-40-core,europe-west,
sql-server-web-40-core,europe-north,
sql-server-web-40-core,germany-west-central,
windows-d8sv3-standard,global,
windows-d8sv3-standard,sweden-central,AAJ-66859
windows-d8sv3-standard,europe-west,AAA-45173
windows-d8sv3-standard,europe-north,AAA-45168
windows-d8sv3-standard,germany-west-central,AAD-83032
linux-e104iv5-standard,global,
linux-e104iv5-standard,sweden-central,AAJ-90754
linux-e104iv5-standard,europe-west,AAL-01550
linux-e104iv5-standard,europe-north,AAL-01509
linux-e104iv5-standard,germany-west-central,AAL-06530
linux-d2v5-standard,global,
linux-d2v5-standard,sweden-central,AAM-28768
linux-d2v5-standard,europe-west,AAM-30111
linux-d2v5-standard,europe-north,AAL-80546
linux-d2v5-standard,germany-west-central,AAL-94725
windows-e8v3-standard,global,
windows-e8v3-standard,sweden-central,AAJ-66981
windows-e8v3-standard,europe-west,AAA-45407
windows-e8v3-standard,europe-north,AAA-45402
windows-e8v3-standard,germany-west-central,AAD-83161
sql-server-sles-standard-4-core,global,AAA-68446
sql-server-sles-standard-4-core,sweden-central,
sql-server-sles-standard-4-core,europe-west,
sql-server-sles-standard-4-core,europe-north,
sql-server-sles-standard-4-core,germany-west-central,
linux-sap192xm-standard,global,
linux-sap192xm-standard,sweden-central,
linux-sap192xm-standard,europe-west,
linux-sap192xm-standard,europe-north,
linux-sap192xm-standard,germany-west-central,
windows-m64dmsv2-standard,global,
windows-m64dmsv2-standard,sweden-central,AAJ-73283
windows-m64dmsv2-standard,europe-west,AAH-60951
windows-m64dmsv2-standard,europe-north,AAH-66521
windows-m64dmsv2-standard,germany-west-central,AAH-67068
ubuntu-pro-1-core,global,AAN-88835
ubuntu-pro-1-core,sweden-central,
ubuntu-pro-1-core,europe-west,
ubuntu-pro-1-core,europe-north,
ubuntu-pro-1-core,germany-west-central,
windows-f16sv2-standard,global,
windows-f16sv2-standard,sweden-central,AAL-46526
windows-f16sv2-standard,europe-west,AAA-57352
windows-f16sv2-standard,europe-north,AAD-10180
windows-f16sv2-standard,germany-west-central,AAD-82974
windows-ri-4-core,global,AAA-70512
windows-ri-4-core,sweden-central,
windows-ri-4-core,europe-west,
windows-ri-4-core,europe-north,
windows-ri-4-core,germany-west-central,
windows-d5v2-standard,global,
windows-d5v2-standard,sweden-central,AAJ-67221
windows-d5v2-standard,europe-west,997-03543
windows-d5v2-standard,europe-north,997-03539
windows-d5v2-standard,germany-west-central,AAD-82992
sql-server-ubuntu-pro-web-8-core,global,AAJ-66688
sql-server-ubuntu-pro-web-8-core,sweden-central,
sql-server-ubuntu-pro-web-8-core,europe-west,
sql-server-ubuntu-pro-web-8-core,europe-north,
sql-server-ubuntu-pro-web-8-core,germany-west-central,
windows-d8asv4-standard,global,
windows-d8asv4-standard,sweden-central,AAM-88089
windows-d8asv4-standard,europe-west,AAD-97732
windows-d8asv4-standard,europe-north,AAD-97791
windows-d8asv4-standard,germany-west-central,
windows-f2sv2-standard,global,
windows-f2sv2-standard,sweden-central,AAL-46405
windows-f2sv2-standard,europe-west,AAA-57348
windows-f2sv2-standard,europe-north,AAD-10156
windows-f2sv2-standard,germany-west-central,AAD-83306
windows-e48asv4-standard,global,
windows-e48asv4-standard,sweden-central,AAM-85213
windows-e48asv4-standard,europe-west,AAD-98191
windows-e48asv4-standard,europe-north,AAD-98189
windows-e48asv4-standard,germany-west-central,
sql-server-linux-enterprise-44-core,global,AAD-38583
sql-server-linux-enterprise-44-core,sweden-central,
sql-server-linux-enterprise-44-core,europe-west,
sql-server-linux-enterprise-44-core,europe-north,
sql-server-linux-enterprise-44-core,germany-west-central,
linux-dc2dsv3-standard,global,
linux-dc2dsv3-standard,sweden-central,
linux-dc2dsv3-standard,europe-west,AAL-23331
linux-dc2dsv3-standard,europe-north,AAL-23680
linux-dc2dsv3-standard,germany-west-central,
linux-sap896om-standard,global,
linux-sap896om-standard,sweden-central,
linux-sap896om-standard,europe-west,
linux-sap896om-standard,europe-north,
linux-sap896om-standard,germany-west-central,
linux-a4-basic,global,
linux-a4-basic,sweden-central,
linux-a4-basic,europe-west,N7H-02189
linux-a4-basic,europe-north,N7H-02229
linux-a4-basic,germany-west-central,
linux-f2asv6-standard,global,
linux-f2asv6-standard,sweden-central,
linux-f2asv6-standard,europe-west,
linux-f2asv6-standard,europe-north,
linux-f2asv6-standard,germany-west-central,
sql-server-standard-16-core,global,N7H-07133
sql-server-standard-16-core,sweden-central,
sql-server-standard-16-core,europe-west,
sql-server-standard-16-core,europe-north,
sql-server-standard-16-core,germany-west-central,
biztalk-server-enterprise-48-core,global,AAD-46460
biztalk-server-enterprise-48-core,sweden-central,
biztalk-server-enterprise-48-core,europe-west,
biztalk-server-enterprise-48-core,europe-north,
biztalk-server-enterprise-48-core,germany-west-central,
linux-d32psv5-standard,global,
linux-d32psv5-standard,sweden-central,AAN-75630
linux-d32psv5-standard,europe-west,AAM-73854
linux-d32psv5-standard,europe-north,AAL-53979
linux-d32psv5-standard,germany-west-central,AAM-74474
linux-e32-16as-v4-standard,global,
linux-e32-16as-v4-standard,sweden-central,AAN-09106
linux-e32-16as-v4-standard,europe-west,AAH-55008
linux-e32-16as-v4-standard,europe-north,AAH-54684
linux-e32-16as-v4-standard,germany-west-central,
windows-l16sv2-standard,global,
windows-l16sv2-standard,sweden-central,AAJ-73127
windows-l16sv2-standard,europe-west,AAA-94757
windows-l16sv2-standard,europe-north,AAD-45711
windows-l16sv2-standard,germany-west-central,AAJ-73318
windows-d64av4-standard,global,
windows-d64av4-standard,sweden-central,AAM-87571
windows-d64av4-standard,europe-west,AAD-98075
windows-d64av4-standard,europe-north,AAD-98092
windows-d64av4-standard,germany-west-central,
sql-server-sles-web-12-core,global,AAA-68405
sql-server-sles-web-12-core,sweden-central,
sql-server-sles-web-12-core,europe-west,
sql-server-sles-web-12-core,europe-north,
sql-server-sles-web-12-core,germany-west-central,
linux-d48psv5-standard,global,
linux-d48psv5-standard,sweden-central,AAN-75692
linux-d48psv5-standard,europe-west,AAM-73283
linux-d48psv5-standard,europe-north,AAL-53963
linux-d48psv5-standard,germany-west-central,AAM-73616
windows-dc8sv3-standard,global,
windows-dc8sv3-standard,sweden-central,
windows-dc8sv3-standard,europe-west,AAL-24297
windows-dc8sv3-standard,europe-north,AAL-24173
windows-dc8sv3-standard,germany-west-central,
linux-d32asv5-standard,global,
linux-d32asv5-standard,sweden-central,AAM-28716
linux-d32asv5-standard,europe-west,AAM-31365
linux-d32asv5-standard,europe-north,AAM-29186
linux-d32asv5-standard,germany-west-central,AAM-31276
sles-basic-120-core,global,AAA-16305
sles-basic-120-core,sweden-central,
sles-basic-120-core,europe-west,
sles-basic-120-core,europe-north,
sles-basic-120-core,germany-west-central,
windows-ds14-8-v2-standard,global,
windows-ds14-8-v2-standard,sweden-central,AAJ-67090
windows-ds14-8-v2-standard,europe-west,997-03377
windows-ds14-8-v2-standard,europe-north,997-03363
windows-ds14-8-v2-standard,germany-west-central,AAD-82995
windows-m96ds2v3-standard,global,
windows-m96ds2v3-standard,sweden-central,
windows-m96ds2v3-standard,europe-west,
windows-m96ds2v3-standard,europe-north,
windows-m96ds2v3-standard,germany-west-central,
windows-e8asv5-standard,global,
windows-e8asv5-standard,sweden-central,AAM-75452
windows-e8asv5-standard,europe-west,AAM-29065
windows-e8asv5-standard,europe-north,AAM-31366
windows-e8asv5-standard,germany-west-central,AAM-31373
windows-e4asv6-standard,global,
windows-e4asv6-standard,sweden-central,
windows-e4asv6-standard,europe-west,
windows-e4asv6-standard,europe-north,
windows-e4asv6-standard,germany-west-central,
linux-dc24dsv3-standard,global,
linux-dc24dsv3-standard,sweden-central,
linux-dc24dsv3-standard,europe-west,AAL-23459
linux-dc24dsv3-standard,europe-north,AAL-23486
linux-dc24dsv3-standard,germany-west-central,
linux-e4psv6-standard,global,
linux-e4psv6-standard,sweden-central,
linux-e4psv6-standard,europe-west,
linux-e4psv6-standard,europe-north,
linux-e4psv6-standard,germany-west-central,
windows-e32-16s-v3-standard,global,
windows-e32-16s-v3-standard,sweden-central,AAJ-66965
windows-e32-16s-v3-standard,europe-west,AAA-53912
windows-e32-16s-v3-standard,europe-north,AAA-53900
windows-e32-16s-v3-standard,germany-west-central,AAD-83167
windows-d64dsv4-standard,global,
windows-d64dsv4-standard,sweden-central,AAL-47217
windows-d64dsv4-standard,europe-west,AAF-35620
windows-d64dsv4-standard,europe-north,AAF-37955
windows-d64dsv4-standard,germany-west-central,AAF-46012
linux-dc4dsv3-standard,global,
linux-dc4dsv3-standard,sweden-central,
linux-dc4dsv3-standard,europe-west,AAL-23492
linux-dc4dsv3-standard,europe-north,AAL-23342
linux-dc4dsv3-standard,germany-west-central,
windows-m6432bds1v3-standard,global,
windows-m6432bds1v3-standard,sweden-central,
windows-m6432bds1v3-standard,europe-west,
windows-m6432bds1v3-standard,europe-north,
windows-m6432bds1v3-standard,germany-west-central,
windows-ri-40-core,global,AAA-70524
windows-ri-40-core,sweden-central,
windows-ri-40-core,europe-west,
windows-ri-40-core,europe-north,
windows-ri-40-core,germany-west-central,
sql-server-linux-web-120-core,global,AAD-90337
sql-server-linux-web-120-core,sweden-central,
sql-server-linux-web-120-core,europe-west,
sql-server-linux-web-120-core,europe-north,
sql-server-linux-web-120-core,germany-west-central,
sql-server-ubuntu-pro-developer-12-core,global,AAJ-62240
sql-server-ubuntu-pro-developer-12-core,sweden-central,
sql-server-ubuntu-pro-developer-12-core,europe-west,
sql-server-ubuntu-pro-developer-12-core,europe-north,
sql-server-ubuntu-pro-developer-12-core,germany-west-central,
biztalk-server-standard-20-core,global,N7H-09555
biztalk-server-standard-20-core,sweden-central,
biztalk-server-standard-20-core,europe-west,
biztalk-server-standard-20-core,europe-north,
biztalk-server-standard-20-core,germany-west-central,
windows-m192isv2-standard,global,
windows-m192isv2-standard,sweden-central,AAJ-73680
windows-m192isv2-standard,europe-west,AAH-59653
windows-m192isv2-standard,europe-north,AAH-59135
windows-m192isv2-standard,germany-west-central,AAH-59749
sql-server-web-8-core,global,N7H-06709
sql-server-web-8-core,sweden-central,
sql-server-web-8-core,europe-west,
sql-server-web-8-core,europe-north,
sql-server-web-8-core,germany-west-central,
linux-e4sv3-standard,global,
linux-e4sv3-standard,sweden-central,AAJ-66987
linux-e4sv3-standard,europe-west,AAA-45319
linux-e4sv3-standard,europe-north,AAA-45325
linux-e4sv3-standard,germany-west-central,AAD-83163
linux-d64sv4-standard,global,
linux-d64sv4-standard,sweden-central,AAL-47104
linux-d64sv4-standard,europe-west,AAF-46937
linux-d64sv4-standard,europe-north,AAF-55224
linux-d64sv4-standard,germany-west-central,AAF-45464
linux-e8dsv4-standard,global,
linux-e8dsv4-standard,sweden-central,AAL-47272
linux-e8dsv4-standard,europe-west,AAF-36810
linux-e8dsv4-standard,europe-north,AAF-37502
linux-e8dsv4-standard,germany-west-central,AAF-45797
windows-d32lsv5-standard,global,
windows-d32lsv5-standard,sweden-central,AAN-36073
windows-d32lsv5-standard,europe-west,AAN-36091
windows-d32lsv5-standard,europe-north,AAN-37132
windows-d32lsv5-standard,germany-west-central,AAN-38057
windows-b8sv2-standard,global,
windows-b8sv2-standard,sweden-central,
windows-b8sv2-standard,europe-west,
windows-b8sv2-standard,europe-north,
windows-b8sv2-standard,germany-west-central,
sql-server-sles-enterprise-40-core,global,AAA-68502
sql-server-sles-enterprise-40-core,sweden-central,
sql-server-sles-enterprise-40-core,europe-west,
sql-server-sles-enterprise-40-core,europe-north,
sql-server-sles-enterprise-40-core,germany-west-central,
linux-m128m-standard,global,
linux-m128m-standard,sweden-central,AAJ-73976
linux-m128m-standard,europe-west,AAA-38469
linux-m128m-standard,europe-north,AAA-38487
linux-m128m-standard,germany-west-central,AAD-83469
windows-e48dsv4-standard,global,
windows-e48dsv4-standard,sweden-central,AAL-47228
windows-e48dsv4-standard,europe-west,AAF-38446
windows-e48dsv4-standard,europe-north,AAF-37731
windows-e48dsv4-standard,germany-west-central,AAF-45225
windows-e16v5-standard,global,
windows-e16v5-standard,sweden-central,AAJ-93915
windows-e16v5-standard,europe-west,AAJ-90171
windows-e16v5-standard,europe-north,AAL-07810
windows-e16v5-standard,germany-west-central,AAL-07252
linux-d14v2-standard,global,
linux-d14v2-standard,sweden-central,AAJ-67122
linux-d14v2-standard,europe-west,997-03345
linux-d14v2-standard,europe-north,997-03343
linux-d14v2-standard,germany-west-central,AAD-82990
windows-hb120rsv3-standard,global,
windows-hb120rsv3-standard,sweden-central,
windows-hb120rsv3-standard,europe-west,AAH-58930
windows-hb120rsv3-standard,europe-north,
windows-hb120rsv3-standard,germany-west-central,
linux-m24sv3-standard,global,
linux-m24sv3-standard,sweden-central,
linux-m24sv3-standard,europe-west,
linux-m24sv3-standard,europe-north,
linux-m24sv3-standard,germany-west-central,
linux-e64iv3-standard,global,
linux-e64iv3-standard,sweden-central,AAJ-67041
linux-e64iv3-standard,europe-west,AAD-12860
linux-e64iv3-standard,europe-north,AAD-12965
linux-e64iv3-standard,germany-west-central,AAD-83198
windows-m176ds4v3-standard,global,
windows-m176ds4v3-standard,sweden-central,
windows-m176ds4v3-standard,europe-west,
windows-m176ds4v3-standard,europe-north,
windows-m176ds4v3-standard,germany-west-central,
windows-gs2-standard,global,
windows-gs2-standard,sweden-central,
windows-gs2-standard,europe-west,N7H-04776
windows-gs2-standard,europe-north,
windows-gs2-standard,germany-west-central,
redhat-144-core,global,AAJ-73247
redhat-144-core,sweden-central,
redhat-144-core,europe-west,
redhat-144-core,europe-north,
redhat-144-core,germany-west-central,
windows-e112bsv5-standard,global,
windows-e112bsv5-standard,sweden-central,
windows-e112bsv5-standard,europe-west,
windows-e112bsv5-standard,europe-north,
windows-e112bsv5-standard,germany-west-central,
linux-d48psv6-standard,global,
linux-d48psv6-standard,sweden-central,
linux-d48psv6-standard,europe-west,
linux-d48psv6-standard,europe-north,
linux-d48psv6-standard,germany-west-central,
sql-server-web-48-core,global,AAD-46466
sql-server-web-48-core,sweden-central,
sql-server-web-48-core,europe-west,
sql-server-web-48-core,europe-north,
sql-server-web-48-core,germany-west-central,
sql-server-linux-standard-6-core,global,AAA-68248
sql-server-linux-standard-6-core,sweden-central,
sql-server-linux-standard-6-core,europe-west,
sql-server-linux-standard-6-core,europe-north,
sql-server-linux-standard-6-core,germany-west-central,
sql-server-linux-enterprise-64-core,global,AAA-68206
sql-server-linux-enterprise-64-core,sweden-central,
sql-server-linux-enterprise-64-core,europe-west,
sql-server-linux-enterprise-64-core,europe-north,
sql-server-linux-enterprise-64-core,germany-west-central,
sql-server-sles-standard-64-core,global,AAA-68460
sql-server-sles-standard-64-core,sweden-central,
sql-server-sles-standard-64-core,europe-west,
sql-server-sles-standard-64-core,europe-north,
sql-server-sles-standard-64-core,germany-west-central,
oracle-java-416-core,global,AAD-46062
oracle-java-416-core,sweden-central,
oracle-java-416-core,europe-west,
oracle-java-416-core,europe-north,
oracle-java-416-core,germany-west-central,
windows-nv24sv3-standard,global,
windows-nv24sv3-standard,sweden-central,
windows-nv24sv3-standard,europe-west,AAD-70067
windows-nv24sv3-standard,europe-north,AAD-70070
windows-nv24sv3-standard,germany-west-central,
linux-l32asv3-standard,global,
linux-l32asv3-standard,sweden-central,AAL-42809
linux-l32asv3-standard,europe-west,AAL-42850
linux-l32asv3-standard,europe-north,AAL-42458
linux-l32asv3-standard,germany-west-central,
sql-server-sles-web-104-core,global,AAJ-74247
sql-server-sles-web-104-core,sweden-central,
sql-server-sles-web-104-core,europe-west,
sql-server-sles-web-104-core,europe-north,
sql-server-sles-web-104-core,germany-west-central,
windows-e64isv3-standard,global,
windows-e64isv3-standard,sweden-central,
windows-e64isv3-standard,europe-west,AAD-12856
windows-e64isv3-standard,europe-north,AAD-12959
windows-e64isv3-standard,germany-west-central,AAD-83208
linux-e8pdsv6-standard,global,
linux-e8pdsv6-standard,sweden-central,
linux-e8pdsv6-standard,europe-west,
linux-e8pdsv6-standard,europe-north,
linux-e8pdsv6-standard,germany-west-central,
linux-sap672m-standard,global,
linux-sap672m-standard,sweden-central,
